id,dataset_version,split,domain,input_format,chart_type,chart_path,question_type,difficulty,unit,question,table_markdown,prompt
trdab_v02_000011,synthetic_v02,train,economy,chart_only,bar,charts/synthetic_v02/chart_002_bar.png,percentage_change,medium,percent,"2019 ile 2022 arasında ihracat değeri yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.",,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal yüzde değişim değerini yaz. Artış için pozitif, azalış için negatif değer ver. Örnek: 8.8 veya -8.8
Eğer soru verilen veriden cevaplanamıyorsa (istenen yıl veya veri tabloda/grafikte yoksa) cevap olarak sadece 'veri yok' yaz.

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v02/chart_002_bar.png

Soru:
2019 ile 2022 arasında ihracat değeri yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v02_000012,synthetic_v02,train,economy,table_and_chart,bar,charts/synthetic_v02/chart_002_bar.png,cross_series_diff,medium,milyon dolar,2023 yılında ihracat değeri ile ithalat değeri arasındaki fark kaçtır?,"| Yıl | ihracat değeri | ithalat değeri |
|---|---|---|
| 2019 | 207 | 218 |
| 2020 | 188 | 206 |
| 2021 | 178 | 211 |
| 2022 | 153 | 210 |
| 2023 | 168 | 222 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl veya açıklama yazma. Örnek: 12345
Eğer soru verilen veriden cevaplanamıyorsa (istenen yıl veya veri tabloda/grafikte yoksa) cevap olarak sadece 'veri yok' yaz.

Girdi türü: tablo ve grafik

Tablo:
| Yıl | ihracat değeri | ithalat değeri |
|---|---|---|
| 2019 | 207 | 218 |
| 2020 | 188 | 206 |
| 2021 | 178 | 211 |
| 2022 | 153 | 210 |
| 2023 | 168 | 222 |

Grafik dosyası:
charts/synthetic_v02/chart_002_bar.png

Soru:
2023 yılında ihracat değeri ile ithalat değeri arasındaki fark kaçtır?"
trdab_v02_000013,synthetic_v02,train,economy,table_only,bar,,average,hard,milyon dolar,Tüm yıllar boyunca ithalat değeri ortalaması yaklaşık kaçtır?,"| Yıl | ihracat değeri | ithalat değeri |
|---|---|---|
| 2019 | 207 | 218 |
| 2020 | 188 | 206 |
| 2021 | 178 | 211 |
| 2022 | 153 | 210 |
| 2023 | 168 | 222 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl veya açıklama yazma. Örnek: 12345
Eğer soru verilen veriden cevaplanamıyorsa (istenen yıl veya veri tabloda/grafikte yoksa) cevap olarak sadece 'veri yok' yaz.

Girdi türü: sadece tablo

Tablo:
| Yıl | ihracat değeri | ithalat değeri |
|---|---|---|
| 2019 | 207 | 218 |
| 2020 | 188 | 206 |
| 2021 | 178 | 211 |
| 2022 | 153 | 210 |
| 2023 | 168 | 222 |

Soru:
Tüm yıllar boyunca ithalat değeri ortalaması yaklaşık kaçtır?"
trdab_v02_000014,synthetic_v02,train,economy,chart_only,bar,charts/synthetic_v02/chart_002_bar.png,nth_highest,hard,milyon dolar,ithalat değeri açısından en yüksek 3. değer kaçtır?,,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl veya açıklama yazma. Örnek: 12345
Eğer soru verilen veriden cevaplanamıyorsa (istenen yıl veya veri tabloda/grafikte yoksa) cevap olarak sadece 'veri yok' yaz.

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v02/chart_002_bar.png

Soru:
ithalat değeri açısından en yüksek 3. değer kaçtır?

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v02_000015,synthetic_v02,train,economy,table_and_chart,bar,charts/synthetic_v02/chart_002_bar.png,trend_summary,medium,milyon dolar,"Verilen veriye göre ithalat değeri için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","| Yıl | ihracat değeri | ithalat değeri |
|---|---|---|
| 2019 | 207 | 218 |
| 2020 | 188 | 206 |
| 2021 | 178 | 211 |
| 2022 | 153 | 210 |
| 2023 | 168 | 222 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece eğilimi tek kelimeyle yaz: artış, azalış veya dalgalı.
Eğer soru verilen veriden cevaplanamıyorsa (istenen yıl veya veri tabloda/grafikte yoksa) cevap olarak sadece 'veri yok' yaz.

Girdi türü: tablo ve grafik

Tablo:
| Yıl | ihracat değeri | ithalat değeri |
|---|---|---|
| 2019 | 207 | 218 |
| 2020 | 188 | 206 |
| 2021 | 178 | 211 |
| 2022 | 153 | 210 |
| 2023 | 168 | 222 |

Grafik dosyası:
charts/synthetic_v02/chart_002_bar.png

Soru:
Verilen veriye göre ithalat değeri için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı."
trdab_v02_000016,synthetic_v02,train,economy,table_only,bar,,unanswerable,hard,milyon dolar,2019 yılında enflasyon oranı kaçtır?,"| Yıl | ihracat değeri | ithalat değeri |
|---|---|---|
| 2019 | 207 | 218 |
| 2020 | 188 | 206 |
| 2021 | 178 | 211 |
| 2022 | 153 | 210 |
| 2023 | 168 | 222 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl veya açıklama yazma. Örnek: 12345
Eğer soru verilen veriden cevaplanamıyorsa (istenen yıl veya veri tabloda/grafikte yoksa) cevap olarak sadece 'veri yok' yaz.

Girdi türü: sadece tablo

Tablo:
| Yıl | ihracat değeri | ithalat değeri |
|---|---|---|
| 2019 | 207 | 218 |
| 2020 | 188 | 206 |
| 2021 | 178 | 211 |
| 2022 | 153 | 210 |
| 2023 | 168 | 222 |

Soru:
2019 yılında enflasyon oranı kaçtır?"
trdab_v02_000017,synthetic_v02,train,education,chart_only,bar,charts/synthetic_v02/chart_003_bar.png,value_lookup,easy,öğretmen,2022 yılında öğretmen sayısı kaçtır?,,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl veya açıklama yazma. Örnek: 12345
Eğer soru verilen veriden cevaplanamıyorsa (istenen yıl veya veri tabloda/grafikte yoksa) cevap olarak sadece 'veri yok' yaz.

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v02/chart_003_bar.png

Soru:
2022 yılında öğretmen sayısı kaçtır?

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v02_000018,synthetic_v02,train,education,table_and_chart,bar,charts/synthetic_v02/chart_003_bar.png,comparison,medium,öğrenci,"2020 yılındaki öğrenci sayısı, 2022 yılına göre kaç öğrenci farklıdır?","| Yıl | öğrenci sayısı | öğretmen sayısı |
|---|---|---|
| 2020 | 30665 | 1703 |
| 2021 | 29482 | 1774 |
| 2022 | 28236 | 1824 |
| 2023 | 27115 | 1920 |
| 2024 | 25860 | 1963 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl veya açıklama yazma. Örnek: 12345
Eğer soru verilen veriden cevaplanamıyorsa (istenen yıl veya veri tabloda/grafikte yoksa) cevap olarak sadece 'veri yok' yaz.

Girdi türü: tablo ve grafik

Tablo:
| Yıl | öğrenci sayısı | öğretmen sayısı |
|---|---|---|
| 2020 | 30665 | 1703 |
| 2021 | 29482 | 1774 |
| 2022 | 28236 | 1824 |
| 2023 | 27115 | 1920 |
| 2024 | 25860 | 1963 |

Grafik dosyası:
charts/synthetic_v02/chart_003_bar.png

Soru:
2020 yılındaki öğrenci sayısı, 2022 yılına göre kaç öğrenci farklıdır?"
trdab_v02_000019,synthetic_v02,train,education,table_only,bar,,percentage_change,medium,percent,"2022 ile 2024 arasında öğrenci sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","| Yıl | öğrenci sayısı | öğretmen sayısı |
|---|---|---|
| 2020 | 30665 | 1703 |
| 2021 | 29482 | 1774 |
| 2022 | 28236 | 1824 |
| 2023 | 27115 | 1920 |
| 2024 | 25860 | 1963 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal yüzde değişim değerini yaz. Artış için pozitif, azalış için negatif değer ver. Örnek: 8.8 veya -8.8
Eğer soru verilen veriden cevaplanamıyorsa (istenen yıl veya veri tabloda/grafikte yoksa) cevap olarak sadece 'veri yok' yaz.

Girdi türü: sadece tablo

Tablo:
| Yıl | öğrenci sayısı | öğretmen sayısı |
|---|---|---|
| 2020 | 30665 | 1703 |
| 2021 | 29482 | 1774 |
| 2022 | 28236 | 1824 |
| 2023 | 27115 | 1920 |
| 2024 | 25860 | 1963 |

Soru:
2022 ile 2024 arasında öğrenci sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver."
trdab_v02_000020,synthetic_v02,train,education,chart_only,bar,charts/synthetic_v02/chart_003_bar.png,cross_series_diff,medium,öğrenci,2021 yılında öğrenci sayısı ile öğretmen sayısı arasındaki fark kaçtır?,,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl veya açıklama yazma. Örnek: 12345
Eğer soru verilen veriden cevaplanamıyorsa (istenen yıl veya veri tabloda/grafikte yoksa) cevap olarak sadece 'veri yok' yaz.

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v02/chart_003_bar.png

Soru:
2021 yılında öğrenci sayısı ile öğretmen sayısı arasındaki fark kaçtır?

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v02_000021,synthetic_v02,train,education,table_and_chart,bar,charts/synthetic_v02/chart_003_bar.png,average,hard,öğretmen,Tüm yıllar boyunca öğretmen sayısı ortalaması yaklaşık kaçtır?,"| Yıl | öğrenci sayısı | öğretmen sayısı |
|---|---|---|
| 2020 | 30665 | 1703 |
| 2021 | 29482 | 1774 |
| 2022 | 28236 | 1824 |
| 2023 | 27115 | 1920 |
| 2024 | 25860 | 1963 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl veya açıklama yazma. Örnek: 12345
Eğer soru verilen veriden cevaplanamıyorsa (istenen yıl veya veri tabloda/grafikte yoksa) cevap olarak sadece 'veri yok' yaz.

Girdi türü: tablo ve grafik

Tablo:
| Yıl | öğrenci sayısı | öğretmen sayısı |
|---|---|---|
| 2020 | 30665 | 1703 |
| 2021 | 29482 | 1774 |
| 2022 | 28236 | 1824 |
| 2023 | 27115 | 1920 |
| 2024 | 25860 | 1963 |

Grafik dosyası:
charts/synthetic_v02/chart_003_bar.png

Soru:
Tüm yıllar boyunca öğretmen sayısı ortalaması yaklaşık kaçtır?"
trdab_v02_000022,synthetic_v02,train,education,table_only,bar,,nth_highest,hard,öğretmen,öğretmen sayısı açısından en yüksek 2. değer kaçtır?,"| Yıl | öğrenci sayısı | öğretmen sayısı |
|---|---|---|
| 2020 | 30665 | 1703 |
| 2021 | 29482 | 1774 |
| 2022 | 28236 | 1824 |
| 2023 | 27115 | 1920 |
| 2024 | 25860 | 1963 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl veya açıklama yazma. Örnek: 12345
Eğer soru verilen veriden cevaplanamıyorsa (istenen yıl veya veri tabloda/grafikte yoksa) cevap olarak sadece 'veri yok' yaz.

Girdi türü: sadece tablo

Tablo:
| Yıl | öğrenci sayısı | öğretmen sayısı |
|---|---|---|
| 2020 | 30665 | 1703 |
| 2021 | 29482 | 1774 |
| 2022 | 28236 | 1824 |
| 2023 | 27115 | 1920 |
| 2024 | 25860 | 1963 |

Soru:
öğretmen sayısı açısından en yüksek 2. değer kaçtır?"
trdab_v02_000023,synthetic_v02,train,education,chart_only,bar,charts/synthetic_v02/chart_003_bar.png,trend_summary,medium,öğrenci,"Verilen veriye göre öğrenci sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece eğilimi tek kelimeyle yaz: artış, azalış veya dalgalı.
Eğer soru verilen veriden cevaplanamıyorsa (istenen yıl veya veri tabloda/grafikte yoksa) cevap olarak sadece 'veri yok' yaz.

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v02/chart_003_bar.png

Soru:
Verilen veriye göre öğrenci sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v02_000024,synthetic_v02,train,education,table_and_chart,bar,charts/synthetic_v02/chart_003_bar.png,unanswerable,hard,öğretmen,2027 yılında öğretmen sayısı kaçtır?,"| Yıl | öğrenci sayısı | öğretmen sayısı |
|---|---|---|
| 2020 | 30665 | 1703 |
| 2021 | 29482 | 1774 |
| 2022 | 28236 | 1824 |
| 2023 | 27115 | 1920 |
| 2024 | 25860 | 1963 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl veya açıklama yazma. Örnek: 12345
Eğer soru verilen veriden cevaplanamıyorsa (istenen yıl veya veri tabloda/grafikte yoksa) cevap olarak sadece 'veri yok' yaz.

Girdi türü: tablo ve grafik

Tablo:
| Yıl | öğrenci sayısı | öğretmen sayısı |
|---|---|---|
| 2020 | 30665 | 1703 |
| 2021 | 29482 | 1774 |
| 2022 | 28236 | 1824 |
| 2023 | 27115 | 1920 |
| 2024 | 25860 | 1963 |

Grafik dosyası:
charts/synthetic_v02/chart_003_bar.png

Soru:
2027 yılında öğretmen sayısı kaçtır?"
trdab_v02_000025,synthetic_v02,train,tourism,table_only,bar,,value_lookup,easy,kişi,2019 yılında ziyaretçi sayısı kaçtır?,"| Yıl | ziyaretçi sayısı | konaklama sayısı |
|---|---|---|
| 2019 | 614875 | 1408337 |
| 2020 | 642412 | 1476870 |
| 2021 | 712440 | 1606132 |
| 2022 | 766696 | 1644784 |
| 2023 | 831868 | 1775143 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl veya açıklama yazma. Örnek: 12345
Eğer soru verilen veriden cevaplanamıyorsa (istenen yıl veya veri tabloda/grafikte yoksa) cevap olarak sadece 'veri yok' yaz.

Girdi türü: sadece tablo

Tablo:
| Yıl | ziyaretçi sayısı | konaklama sayısı |
|---|---|---|
| 2019 | 614875 | 1408337 |
| 2020 | 642412 | 1476870 |
| 2021 | 712440 | 1606132 |
| 2022 | 766696 | 1644784 |
| 2023 | 831868 | 1775143 |

Soru:
2019 yılında ziyaretçi sayısı kaçtır?"
trdab_v02_000026,synthetic_v02,train,tourism,chart_only,bar,charts/synthetic_v02/chart_004_bar.png,comparison,medium,gece,"2022 yılındaki konaklama sayısı, 2020 yılına göre kaç gece farklıdır?",,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl veya açıklama yazma. Örnek: 12345
Eğer soru verilen veriden cevaplanamıyorsa (istenen yıl veya veri tabloda/grafikte yoksa) cevap olarak sadece 'veri yok' yaz.

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v02/chart_004_bar.png

Soru:
2022 yılındaki konaklama sayısı, 2020 yılına göre kaç gece farklıdır?

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v02_000027,synthetic_v02,train,tourism,table_and_chart,bar,charts/synthetic_v02/chart_004_bar.png,percentage_change,medium,percent,"2020 ile 2021 arasında ziyaretçi sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","| Yıl | ziyaretçi sayısı | konaklama sayısı |
|---|---|---|
| 2019 | 614875 | 1408337 |
| 2020 | 642412 | 1476870 |
| 2021 | 712440 | 1606132 |
| 2022 | 766696 | 1644784 |
| 2023 | 831868 | 1775143 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal yüzde değişim değerini yaz. Artış için pozitif, azalış için negatif değer ver. Örnek: 8.8 veya -8.8
Eğer soru verilen veriden cevaplanamıyorsa (istenen yıl veya veri tabloda/grafikte yoksa) cevap olarak sadece 'veri yok' yaz.

Girdi türü: tablo ve grafik

Tablo:
| Yıl | ziyaretçi sayısı | konaklama sayısı |
|---|---|---|
| 2019 | 614875 | 1408337 |
| 2020 | 642412 | 1476870 |
| 2021 | 712440 | 1606132 |
| 2022 | 766696 | 1644784 |
| 2023 | 831868 | 1775143 |

Grafik dosyası:
charts/synthetic_v02/chart_004_bar.png

Soru:
2020 ile 2021 arasında ziyaretçi sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver."
